fold,n_train_matches,n_test_matches,n_train_observations,n_test_observations,log_loss,brier_score,accuracy,macro_f1,macro_precision,macro_recall
1,16,4,1011,257,0.8974640339902387,0.5597529128859525,0.5525291828793775,0.49905267146646465,0.5806536791877445,0.4866479925303455
2,15,5,980,288,0.8728180448589294,0.5437210627189697,0.5659722222222222,0.5137336951406536,0.5941810104257361,0.49353979353979355
3,17,3,1042,226,0.9885310788600273,0.6130761517925928,0.4336283185840708,0.39773509745340735,0.4418994039247204,0.39467918622848197
4,16,4,1020,248,0.925540138064438,0.5664063523083189,0.4959677419354839,0.43345562701935564,0.45446610028319173,0.4297276251417738
5,16,4,1019,249,0.9104182200818053,0.5627800105826942,0.5060240963855421,0.45750614263125566,0.4803700676783702,0.44839424141749723
0,,20,,1268,0.9161324672851572,0.5675113351635906,0.5141955835962145,0.46278768091649786,0.5016383695229817,0.45146451373089896
