stage,n_features,log_loss,brier,accuracy,macro_f1,macro_precision,macro_recall,recall_a,recall_b,recall_no
XGB_A3,26,0.8157042762121137,0.48799886635426315,0.6167192429022083,0.5875849751767631,0.5981882856882857,0.5800841626890761,0.566350710900474,0.47085201793721976,0.7030497592295345
XGB_A4,29,0.8274323651715805,0.4958344515716722,0.6080441640378549,0.5786326865556984,0.5905839136608367,0.5704953092011483,0.5497630331753555,0.4618834080717489,0.6998394863563403
XGB_A5,37,0.8023762683942617,0.4785091542153617,0.6285488958990536,0.5996424470816307,0.6131873603827588,0.5905389784093861,0.5710900473933649,0.4798206278026906,0.7207062600321027
